no;question1;question2;grade
79;"If the question is Knowledge-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text: 
Firstly, I would segment these texts to shorter passages like paragraphs. 
Then, I would build semantic representations to the query such as locations, dates, times, entities, numeric forms/quantities. 
At last, In order to determine the semantic relation between the question and passages, I would map these semantic representations between query and passages, using WordNet like lexical databases. 
In that way, I can find the most relevant text.";we can find it by for example creat question-answering from our corpus (Data base) and then this short question calculate the similarity function and then found the most relevant question-Answer in our method we can determine the dialogue act type (for example inform addresses ...etc) and the semantics slots and value.;25
80;"If the question is IR-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text, I would segment these texts to shorter passages like paragraphs. Then, I need to find the relevant texts in the corpus. To find relatedness, I would apply one of some methods such as TF-IDF Similarity, Jaccard Index, Word embeddings, etc, on query and passages. At last, I need to rank these relevant passages to find the most related. To do that, I can sort the passages according to: 
- The number of named entities of the right type in the passage. 
- The number of question words and keywords in the passage. 
- The keyword proximity between the question and each passage. 
- The number of question N-grams that also in the passage. 
- The number of sequences of question words' occurring in passages. etc. In that way, I can find the most relevant text.";Explicit ->clearly , t got the question about answer Implct c. ->wth details (Question) ERROR HANDLING topics ERROR HANDL˜NG with implicit c. , I can find the semantcally most relevant text to this question. EX A:Are there any flights frim city A to city B? B:There are several flights in the mornings from city A to city B , or in evenings? (It is relevant);0
81;"If the question is IR-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text, I would segment these texts to shorter passages like paragraphs. Then, I need to find the relevant texts in the corpus. To find relatedness, I would apply one of some methods such as TF-IDF Similarity, Jaccard Index, Word embeddings, etc, on query and passages. At last, I need to rank these relevant passages to find the most related. To do that, I can sort the passages according to: 
- The number of named entities of the right type in the passage. 
- The number of question words and keywords in the passage. 
- The keyword proximity between the question and each passage. 
- The number of question N-grams that also in the passage. 
- The number of sequences of question words' occurring in passages. etc. In that way, I can find the most relevant text.";Sorunun kelimelerini ayrrm. Non-Stop kelimeleri ‡kartrm sorudan. Kalan kelimelere ”nce lemmazitation uygular sonra tokenize ederim. Kendime k‡k bir corpus oluŸturur byk corpusta arama yaparm.;0
82;"If the question is IR-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text, I would segment these texts to shorter passages like paragraphs. Then, I need to find the relevant texts in the corpus. To find relatedness, I would apply one of some methods such as TF-IDF Similarity, Jaccard Index, Word embeddings, etc, on query and passages. At last, I need to rank these relevant passages to find the most related. To do that, I can sort the passages according to: 
- The number of named entities of the right type in the passage. 
- The number of question words and keywords in the passage. 
- The keyword proximity between the question and each passage. 
- The number of question N-grams that also in the passage. 
- The number of sequences of question words' occurring in passages. etc. In that way, I can find the most relevant text.";Using machine learning approach i.e. supervised and unsupervised learning for instance for this case, from the corpus we can use cosine similarity measures to find the vector position of the text.;25
83;"If the question is IR-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text, I would segment these texts to shorter passages like paragraphs. Then, I need to find the relevant texts in the corpus. To find relatedness, I would apply one of some methods such as TF-IDF Similarity, Jaccard Index, Word embeddings, etc, on query and passages. At last, I need to rank these relevant passages to find the most related. To do that, I can sort the passages according to: 
- The number of named entities of the right type in the passage. 
- The number of question words and keywords in the passage. 
- The keyword proximity between the question and each passage. 
- The number of question N-grams that also in the passage. 
- The number of sequences of question words' occurring in passages. etc. In that way, I can find the most relevant text.";The first step is question processing to get information from it, then determine the type of question , after that we will transform our question to a query that can be understood by information retrieval systems , then we can use passage retrieval in order to get more relevant passages from relevant documents, finally the answer will be sent to the user , this answer contain the most relevant text semantically.;75
84;"If the question is IR-Based, I will do the following: 
I can assume the question as a query. Because of having a very large text, I would segment these texts to shorter passages like paragraphs. Then, I need to find the relevant texts in the corpus. To find relatedness, I would apply one of some methods such as TF-IDF Similarity, Jaccard Index, Word embeddings, etc, on query and passages. At last, I need to rank these relevant passages to find the most related. To do that, I can sort the passages according to: 
- The number of named entities of the right type in the passage. 
- The number of question words and keywords in the passage. 
- The keyword proximity between the question and each passage. 
- The number of question N-grams that also in the passage. 
- The number of sequences of question words' occurring in passages. etc. In that way, I can find the most relevant text.";We can solve this problem using the Information Retrieval-Based Question Answering Techniques. => These techniques consider the question as a query and apply preprocessing methodes (Deleting stop words ...) for this query. => Use Information Retrieval Systems (Ex: Search engines) to find all Documents (texts) that respond to our query. => Use the semantic similarity methods (such as IF-IDF) to find the semantically most relevant text to our query (question).;100
85;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"I can calculate ""bank"" word's similarity with other words in sentence or text. (using semantic analysis) I can show options for ambiguity words like bank to user. So he/she can choose from them.";0
86;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Semantic Ambiguities;0
87;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We have a word called as ""bank"" meanings coast and financial institution at the same time. The machine can translate theese both meanings together and it's cause ambiguity. We can solve this ambiguity with two methods. Firstly machine can compare the ""bank"" word by using a similar corpus. It compares the meaning from that corpus and using that to our translation. Secondly machine can count the # of ""bank"" word in different meanings and using that counted meaning with ""fisherman"" words together. Machine can use that compared bank meanings with fisherman can solve the ambiguity.";0
88;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We should consider all of the words together in sentence, not by one by. We can use Neural Based Machine Translation approach. First, we can find meaning of all words seperately. Then we can compare the probabilities of ""fisherman"" and ""bank"" from our datasets. Finally we will find that generally fisherman goes to coast. So we can translate this sentence correctly. As I said, we should consider sentence not by word by. ";40
89;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";In this translation we have semantic ambiguity problem. First of all we have to understand which word has which feature so we will use semantic analyze to understand meaning of the word. So with this analyze if we cannot get any solution in this case of getting meaningfull output we will use vector space to find nearest meaning.;0
90;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";I can use wordNet translation model to prevent ambiguities, Because there is semantic ambiguity problem and wordnet is most used tools to handle semantic ambiguity.;40
91;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"I can use Wordnet to calculate relation between fisherman and bank. And try all sense?s of these word; after that give them score like text level semantic similarity";60
92;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"I can use Neural MT . ( €nk ‡eviri yapmadan ”nce benzer milyonlarca veriyi taramŸ ve o Ÿekilde ‡eviriyi yapmaya baŸlyor. Bu yzden ""bank"" kelimesinin karŸl§nn bu cmlede ""coast"" oldu§unu bilerek ‡evirecektir.)";20
93;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Firstly, we label to words POS tagging.Other hand, we give lots of corpus which includes to view this example ambiguity and like these.If the word has a few mean for ambiguity, we teach to machine for looking in sentence near words.Their means in dictionary will match or near mean.For example, for ""bank"" word, looking the sentence and the ""fisherman"" can not relation with financial, so it should be coast.";20
94;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Assume that our machine translate the english language to turkish language.We have english gramer rules,turkish grammer rules and a corpus.When we translate each word ,some words have more than one meaning.We have one sentence so we can use statistical machine translation.We calculate probabilities which mean of bank more used and we can chose it.;0
95;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"This problem include semantic ambiguity. ""The fisherman went to the bank"" Uzunluk ne kadar artarsa uyumluluk o kadar azalr. bank(financial) , fisherman'e bank(coast)'dan daha uzak. Bu yzden ""coast"" se‡ilir.";40
96;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We can use Knowledge-Based WSD from Morphological Ambiguity.If there are some words like ""sea,fisherman,ocean"" algorithm should choose ""coast"" mean,on the other hand if text contains financial terms algorithm should understand ""bank"".";20
97;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";˜lk olarak gereksiz kelimelerden yani stop an functional word'lerden kurtulurum. Text normalization yaparm. Lemmalara bakarm. Kelimenin ”ncesindeki ve sonrasndaki kelimelere bakarak anlamn ‡kartrz;0
98;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We can use the WordNet based disambiguation . For this sentence "" The fisherman went to the bank"" We have fisherman and in the wordNet we will see the relation of ""fisherman and - coast"" is higher than relation of ""fisherman and financial "" . So that we can see that the ""bank"" word here is mean coast.";100
99;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This is a lexical ambiguity. Because bank has 2 means. Sahil ve banka. We can use neural machine translation. ™nceden girilen verilerde surrounding bag of words ile yani fisherman ve coast anlamndaki bank' sistem, iliŸkilendirip hatrlayabilir. Datadan fisherman-bank iliŸkisini ‡karabilir. Bu Ÿekilde do§ru bir ‡eviriye ulaŸlabilir.;20
100;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Corpus is important for machine translation. Also we can use semantic anlaysis for related to ambiguites. We need firstly a target language model and translation model. Then we calculate probabilities. Using Neural based Machine Translation. we can translate word-to-word.so we can know part which translated. This instance, we look mean of word according to other words of Sentences. We can find correct mean of weard with using Semantis Disambiguitons. And our model translate. Also we can use parallel corpara for translation.;40
101;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";1.0)Statistical Machine Translation 2)Hybrid Machine Translation Machine Translation Method 3)Neural Machine Translation Bu problemi ‡”zmek i‡in WordNet 'i kullanabilirim. €nk birbirine yakn anlaml kelimeler ayn node i‡erisindedir. Yani synsetleri kontrol ederim.;80
102;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Firstly, I will look at ""bank""s surrounding words. As we know, generally similar words are in similar sentences. I will look at WordNet relations. Wordnet gives me shortest path between the word I look and the other words in sentence. It brings right sense for ""bank"". The problem will be solved";80
103;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"In this question , we can use Lesk Algorithm . In Lesk Algorithm ,we check the vacoblary in our dictonary and compare the means. But there is another problems ""Deyimler ve Atas”zleri"". We also teach to the machine all special sentences.After that when we read all the text , we can decide main idea. When our software learn to this , we can solve this problem.";20
104;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Semantic similarity;0
105;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";I will use Neural Based Machine Translation System. Because it is determining each terms individual. Nodes represents synthess edges represent relations. bank -> bank;20
106;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This problem also called semantic ambiguity. We can use semantic disambigution for the words that has more than one meanings.;20
107;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";We can check all the text, not only a sentence. This way we can determine the semantic meaning of the words in text level. For example if fisherman using ATM we can translate as bank but, if text contains words like sand etc., we can say its coast. Text level semantic similarity is our best solution for this problem.;0
108;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";There are three types of machice translation -Rule-based MT. -Statistical MT -Neural MT. -> best one In this problem,we see one of m.t difficulties is semantic ambiguity. We can use neural machine translation for this problem. Because, you can give supervised data (annotated data) and train. So, the problem will be solved.;20
109;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";The problem in this translator it only has one meaning for words. But words can have more meanings. In translation dictionarys such as wordnet has also different meaning for words. So we can use this as a source. In this case we can use N-Grams method with similarity. For example when we look at ?fisherman? word it should more used ?coast? meaning than ?instution? so the program can choose ?coast? meaning.;60
110;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";we can use semantic and lexical similarities to solve this problem.We check previous and next words to find exact mean.For this we can train our system manually.If we give financial usage data.Also using sematic disambigation;20
111;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"This is a semantic ambiguity. Wordnet based WSD is perfect for this situation.When we apply one of the word-net WSD relatedness methods with fisherman and bank, probably ""bank as a coast"" is more related to ""fisherman"" than ""bank as a money bank"" ";100
112;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We can check nearly words means for bank. For example we cant use ""went"" words with coast. When we do semantic analaysis for sentence, we can see, which one more releated with bank. Also word vector space can be use. If we calculate measure between word node, we can compare which one more releated.";20
113;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"When a use enter a sentence that has some word which can be interpreted to many sense of the word, the program can use the history of the translation for the same user. to make decision about the sense of words. But if we have not any history of the translation, we can create a message that user can see. The message can include a question like ""The bank? Which sense of the word do you want to say? ""coast""? or ""financial""?"" Then user can choose the sense which he/she mention about. It can be more complex system but it is more usefull for the user of the program.";0
114;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Firstly, we need to find that is corpus's general subject. So the corpus can be about politicial, economical, technologies, physcology etc. After this step we will learn that the text means 'bank' or 'cost'. So the main problem has solved.;0
115;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";It is perfect question. Nowadays, it can be seen like this problem. We know that there are 3 significant methods in machine translation (MT). These are rule-based MT, Statistic MT and Neural systems MT. I think that Neural systems MT is better that others. Because, we will change from wrong word to correct word (?bank? -> ?cost?). We know that artificial neurons are used in Neural Systems. That is why, this system works more sensible. Also, it translate word-to-word. I can give Google example for my explanation. So, This question can be solved by using Neural Systems MT.;20
116;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"Here at this project, we have to look also at neghiboor words to find if the adjacant words of the ambiguis word are related to it and if there is any co-occurence happens, using this method the MT project looks at the sentence and finds ""fisherman"" word, using it, it finds that there is relatedness between it and ""coast"", not "" financial institution"". This model is called ""Statistical model"".";40
117;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"There exists a semantic ambiguity due to the same word having more than one meanings. To solve this ambiguity, ""bag of nearby words"" way can be used which checks for dictionary definitions and appoints the most appropriate translation is given. For the given example, software will check for ""fisherman"" in dictionary and find ""sea"" related results therefore ""bank"" will have the correct translation.";20
118;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"This problem is a kind of semantic ambiguity difficulties. We need to analyze ""bank"" word in the right scope. Firstly, we can do checking POS tagging but in our problem we don't need to do this because bank tagged like a noun for both sentences. We can look at neighbourhood for ""bank"" word, for understanding the semantic meaning, we can look o";20
119;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";We take words as a nodes (with their contextual, semantic info) We need corpus for it. We start to link these nodes when they used in the same sentence. Then we give a weight to these links according to their usage frequency (birlikte kullanlma frekans) So, we can choose the word from their weight on the system we created;20
120;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We will use surronding bag of words method. I will check the other words in text.After checking their meanings I can understand what is this text about. So if the text is about fishing I will accept it as ""coast"" else if it is about financial institution I will accept it as ""bank"".";20
121;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";This difficulty is semantic ambiguity for machine translation. We can use, maybe Wordnet inside it to solve this problem. It is well-known tool to solve it.;60
122;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";1.0 Local collacation -> Kelime ‡ifti tarznda alaka var m ona bakarm. 2 Pos of neighborng words -> Sfat, m , zarf m isim diye bakarm. 3 Surnondng bag of words . -> cmle ”ncesinde konuyla alakal neyden bahsetmiŸ hangi kelime var.;20
123;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";Balanced corpus kullanlmal.Bu sayede makine farkl kaynaklara ait bilgilere sahip olabilir.Daha sonra cmle zerinde tokenizing iŸlemi yaplr.Verilen cmle ile textler arasndaki (”rne§in bank kelimesi) benzerlik belirlenir.Word vector yardmyla bulunabilir.Bank kelimesinin daha ‡ok ge‡ti§i (TF weighting) texte karar verilir ve bunun do§rultusunda kelimenin hangi anlamda kullanld§ anlaŸlmŸ olur.;0
124;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";in the machine translation we have this challange that thier is many words wich have more than one meaning and this make a semantic ambiguition problem . to solve this problem , I think we can use the semantic similarty . for example if we use the wordnet based sens disambigution and find the most appropriate sens to this sentence that will help solving this problem, any way thier is many chooses to solve the sens ambiguition not only wordnet based (or corpus methods) for example : the probabilits of that sens is using with this arrounding words.;80
125;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"I will use Google Neural MT. Because of it has labeled word. Also it can predict (tahmin) which word has what kind of mean in sentence. If I give traning data input, it will make a decision semantic similarity. Because this MT work like a brain. When I give a sentence than it parser sentence. Every word represent a neuron. Then it (kurar?) relation between every words which is neural network. So if bank-coast and fisherman have relation, MT says that ""this bank has ""coast"" means"".";20
126;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";WordNet can be used to solve this problem. By using pos tagging we can decide to which path length should be calculated. Then path length of the fisherman to the coast and financial instution are calculated. Then the meaning with lower path length is choosen. If the path length is the same, statistical analyss can be done for selection but corpus is required for statistical analysis.;80
127;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"We should find close word for each meaning of ""bank"" which is fisherman. After finding propare word compair the each meanings of word with the keyword ""fisher"". As a result of comparing, pick most suitable meaning of word for target languages. ";20
128;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"MAK˜NEN˜N DE ANLAMADI¦I NOKTA BU OLUYOR.DO¦RU €EV˜R˜YE DO¦RU SONUCA ULAžMASI ˜€˜N CšMLEN˜N GEL˜ž˜NE, O YANLIž €EVR˜LEN KEL˜MEN˜N ™NCES˜NDE GELEN KEL˜MELERE BAKACAK.CšMLE BAZINDA DA ™NCEK˜ VE SONRAK˜ CšMLEY˜ ˜NCELEYECEK VE B˜ZE KONUNUN NE OLDU¦UNU ANLAYIP, €IKARIM DA BULUNACAK.ANCAK BU žEK˜LDE B˜RAZ DAHA ˜Y˜ SONUCA ULAžAB˜L˜R˜Z.žU ANDA DA BUNU EN ˜Y˜ žEK˜LDE YAPAN GOOGLE'DIR. ""GOOGLE NEURAL TRANSLATION""";20
129;"The problem like that can solve by word sense disambiguation. 
To do that: 
Firstly, I will build or select raw lexical materials such as WordNet, BabelNet, etc. The sentence?s each word has a sense and each sense of the word is a node in WordNet. 
So, I will look up the nodes to relation. If some of the senses are not close enough to the others on the nodes, then I can say that this is not in a meaningful relationship with the others.";"""The fisherman went to the bank"" for ""bank"" word, I use lexical analyzing";0
